Time(s),BP(mmHg)
16.5,46.46509466739783
16.504,47.72090803678696
16.508,49.604628090870655
16.512,51.06974368849131
16.516,52.953463742575
16.52,55.25578825312174
16.524,57.976717220131526
16.528,60.279041730678266
16.532,63.20927292591957
16.536,65.72089966469782
16.54,69.06973531640217
16.544,72.62787319633804
16.548,76.39531330450544
16.552,79.74414895620978
16.556,83.7208912926087
16.56,88.11623808547066
16.564,91.465073737175
16.568,95.65111830180544
16.572,99.62786063820435
16.576,102.9766962899087
16.58,106.7441363980761
16.584,109.88366982154892
16.588,112.18599433209566
16.592,114.90692329910544
16.596,116.58134112495762
16.6,117.83715449434675
16.604,118.25575895080979
16.608,118.25575895080979
16.612,118.46506117904131
16.616,117.4185500378837
16.62,117.4185500378837
16.624,115.32552775556849
16.628,114.06971438617936
16.632,112.81390101679023
16.636,111.13948319093805
16.64,109.04646090862283
16.644,107.37204308277066
16.648,105.69762525691849
16.652,103.60460297460327
16.656,102.13948737698261
16.66,99.83716286643588
16.664,97.95344281235218
16.668,95.86042053003696
16.672,94.60460716064783
16.676,92.93018933479566
16.68,90.62786482424892
16.684,89.16274922662826
16.688,87.27902917254457
16.692,86.44182025961848
16.696,84.7674024337663
16.7,83.30228683614565
16.704,82.04647346675652
16.708,81.20926455383044
16.712,79.74414895620978
16.716,78.69763781505218
16.72,78.06973113035761
16.724,76.60461553273696
16.728,75.76740661981087
16.732,75.55810439157935
16.736,74.51159325042174
16.74,73.46508210926413
16.744,73.04647765280109
16.748,72.209268739875
16.752,71.37205982694891
16.756,70.95345537048587
16.76,70.3255486857913
16.764,69.48833977286522
16.768,68.86043308817065
16.772,68.44182863170761
16.776,68.02322417524456
16.78,66.55810857762391
16.784,66.76741080585543
16.788,65.93020189292935
16.792,65.09299298000326
16.796,64.4650862953087
16.8,64.04648183884565
16.804,63.627877382382614
16.808,62.79066846945653
16.812,62.372064012993484
16.816,61.74415732829892
16.82,61.5348551000674
16.824,61.11625064360435
16.828,60.279041730678266
16.832,60.069739502446744
16.836,60.279041730678266
16.84,59.86043727421522
16.844,59.6511350459837
16.848,59.44183281775218
16.852,58.81392613305761
16.856,58.81392613305761
16.86,59.023228361289135
16.864,59.23253058952066
16.868,58.81392613305761
16.872,59.023228361289135
16.876,59.44183281775218
16.88,58.81392613305761
16.884,59.44183281775218
16.888,59.44183281775218
16.892,59.6511350459837
16.896,59.44183281775218
16.9,60.279041730678266
16.904,60.48834395890979
16.908,60.90694841537283
16.912,60.69764618714131
16.916,60.90694841537283
16.92,61.325552871835875
16.924,61.95345955653044
16.928,61.325552871835875
16.932,61.95345955653044
16.936,62.372064012993484
16.94,62.99997069768805
16.944,63.41857515415109
16.948,63.20927292591957
16.952,63.41857515415109
16.956,63.837179610614136
16.96,64.4650862953087
16.964,64.4650862953087
16.968,64.25578406707717
16.972,64.67438852354022
16.976,64.25578406707717
16.98,64.4650862953087
16.984,65.09299298000326
16.988,65.09299298000326
16.992,65.93020189292935
16.996,64.67438852354022
17.0,65.09299298000326
17.004,65.09299298000326
17.008,64.67438852354022
17.012,64.67438852354022
17.016,64.67438852354022
17.02,64.4650862953087
17.024,64.4650862953087
17.028,64.04648183884565
17.032,63.837179610614136
17.036,63.41857515415109
17.04,63.837179610614136
17.044,63.20927292591957
17.048,62.99997069768805
17.052,62.372064012993484
17.056,61.95345955653044
17.06,61.325552871835875
17.064,60.90694841537283
17.068,60.90694841537283
17.072,60.69764618714131
17.076,60.69764618714131
17.08,60.069739502446744
17.084,59.6511350459837
17.088,59.6511350459837
17.092,59.6511350459837
17.096,58.81392613305761
17.1,58.18601944836305
17.104,58.18601944836305
17.108,57.976717220131526
17.112,57.767414991900004
17.116,57.13950830720544
17.12,56.93020607897392
17.124,56.30229939427935
17.128,55.67439270958479
17.132,55.67439270958479
17.136,55.465090481353265
17.14,55.465090481353265
17.144,54.62788156842718
17.148,54.209277111964134
17.152,53.58137042726957
17.156,53.79067265550109
17.16,53.162765970806525
17.164,52.953463742575
17.168,52.74416151434348
17.172,52.53485928611196
17.176,52.74416151434348
17.18,51.69765037318587
17.184,51.27904591672283
17.188,51.69765037318587
17.192,50.860441460259786
17.196,50.23253477556522
17.2,50.0232325473337
17.204,50.651139232028264
17.208,50.0232325473337
17.212,49.604628090870655
17.216,49.604628090870655
17.22,49.39532586263913
17.224,48.97672140617609
17.228,48.97672140617609
17.232,49.18602363440761
17.236,48.348814721481524
17.24,48.348814721481524
17.244,48.348814721481524
17.248,47.93021026501848
17.252,47.302303580323915
17.256,46.88369912386087
17.26,47.093001352092394
17.264,46.88369912386087
17.268,46.88369912386087
17.272,47.093001352092394
17.276,46.88369912386087
17.28,46.25579243916631
17.284,46.25579243916631
17.288,46.046490210934785
17.292,46.25579243916631
17.296,45.41858352624022
17.3,45.83718798270326
17.304,45.62788575447174
17.308,45.41858352624022
17.312,44.999979069777176
17.316,44.999979069777176
17.32,45.2092812980087
17.324,44.999979069777176
17.328,44.58137461331413
17.332,44.790676841545654
17.336,44.58137461331413
17.34,44.58137461331413
17.344,44.999979069777176
17.348,44.58137461331413
17.352,44.16277015685109
17.356,44.37207238508261
17.36,44.16277015685109
17.364,44.16277015685109
17.368,43.95346792861957
17.372,44.37207238508261
17.376,44.37207238508261
17.38,43.744165700388045
17.384,43.53486347215652
17.388,43.744165700388045
17.392,43.744165700388045
17.396,43.53486347215652
17.4,43.744165700388045
17.404,43.95346792861957
17.408,43.744165700388045
17.412,43.744165700388045
17.416,43.744165700388045
17.42,43.744165700388045
17.424,43.744165700388045
17.428,43.744165700388045
17.432,43.744165700388045
17.436,43.11625901569348
17.44,43.744165700388045
17.444,43.744165700388045
17.448,43.53486347215652
17.452,43.11625901569348
17.456,43.53486347215652
17.46,43.53486347215652
17.464,43.325561243925
17.468,42.90695678746196
17.472,43.53486347215652
17.476,43.325561243925
17.48,43.325561243925
17.484,43.744165700388045
17.488,44.790676841545654
17.492,45.62788575447174
17.496,46.46509466739783
17.5,48.13951249325
17.504,50.44183700379674
17.508,52.32555705788044
17.512,54.8371837966587
17.516,57.13950830720544
17.52,60.279041730678266
17.524,63.41857515415109
17.528,65.5115974364663
17.532,69.06973531640217
17.536,72.41857096810652
17.54,75.97670884804239
17.544,79.53484672797826
17.548,83.09298460791413
17.552,86.65112248785
17.556,91.465073737175
17.56,94.81390938887935
17.564,98.1627450405837
17.568,101.9301851487511
17.572,105.48832302868696
17.576,108.20925199569675
17.58,110.51157650624349
17.584,111.76738987563262
17.588,113.86041215794783
17.592,114.4883188426424
17.596,114.27901661441088
17.6,114.90692329910544
17.604,114.69762107087392
17.608,113.86041215794783
17.612,112.39529656032718
17.616,110.93018096270653
17.62,109.6743675933174
17.624,107.58134531100218
17.628,106.53483416984457
17.632,105.06971857222392
17.636,102.76739406167718
17.64,100.88367400759348
17.644,99.62786063820435
17.648,97.95344281235218
17.652,95.65111830180544
17.656,93.97670047595327
17.66,92.51158487833261
17.664,90.20926036778587
17.668,88.74414477016522
17.672,87.27902917254457
17.676,85.6046113466924
17.68,83.7208912926087
17.684,82.25577569498805
17.688,81.20926455383044
17.692,79.9534511844413
17.696,78.48833558682065
17.7,76.81391776096848
17.704,76.39531330450544
17.708,75.1394999351163
17.712,74.51159325042174
17.716,73.25577988103261
17.72,72.209268739875
17.724,71.37205982694891
17.728,70.53485091402283
17.732,70.11624645755978
17.736,69.2790375446337
17.74,68.86043308817065
17.744,68.44182863170761
17.748,67.39531749055
17.752,66.34880634939239
17.756,66.13950412116087
17.76,65.93020189292935
17.764,64.67438852354022
17.768,64.04648183884565
17.772,63.627877382382614
17.776,62.79066846945653
17.78,62.99997069768805
17.784,61.95345955653044
17.788,61.325552871835875
17.792,60.69764618714131
17.796,60.48834395890979
17.8,59.6511350459837
17.804,59.23253058952066
17.808,59.23253058952066
17.812,57.976717220131526
17.816,57.767414991900004
17.82,57.55811276366848
17.824,57.34881053543696
17.828,57.13950830720544
17.832,56.93020607897392
17.836,56.511601622510874
17.84,56.30229939427935
17.844,56.511601622510874
17.848,56.720903850742395
17.852,56.30229939427935
17.856,56.09299716604783
17.86,56.30229939427935
17.864,56.09299716604783
17.868,56.93020607897392
17.872,57.13950830720544
17.876,56.720903850742395
17.88,56.511601622510874
17.884,57.13950830720544
17.888,57.13950830720544
17.892,57.767414991900004
17.896,57.13950830720544
17.9,57.976717220131526
17.904,58.81392613305761
17.908,58.81392613305761
17.912,58.81392613305761
17.916,58.81392613305761
17.92,59.44183281775218
17.924,60.069739502446744
17.928,60.069739502446744
17.932,60.279041730678266
17.936,60.48834395890979
17.94,60.90694841537283
17.944,61.325552871835875
17.948,61.74415732829892
17.952,61.5348551000674
17.956,61.74415732829892
17.96,62.372064012993484
17.964,62.581366241225005
17.968,62.372064012993484
17.972,62.372064012993484
17.976,62.99997069768805
17.98,62.581366241225005
17.984,62.372064012993484
17.988,62.79066846945653
17.992,62.99997069768805
17.996,62.581366241225005
18.0,62.372064012993484
18.004,62.79066846945653
18.008,62.16276178476196
18.012,62.581366241225005
18.016,62.16276178476196
18.02,62.372064012993484
18.024,62.16276178476196
18.028,61.95345955653044
18.032,61.325552871835875
18.036,60.48834395890979
18.04,60.48834395890979
18.044,60.48834395890979
18.048,60.069739502446744
18.052,59.6511350459837
18.056,59.44183281775218
18.06,59.023228361289135
18.064,58.81392613305761
18.068,58.81392613305761
18.072,57.976717220131526
18.076,58.39532167659457
18.08,57.767414991900004
18.084,57.13950830720544
18.088,57.13950830720544
18.092,56.30229939427935
18.096,56.09299716604783
18.1,55.88369493781631
18.104,55.04648602489022
18.108,55.04648602489022
18.112,54.62788156842718
18.116,54.418579340195656
18.12,54.209277111964134
18.124,54.209277111964134
18.128,53.79067265550109
18.132,53.162765970806525
18.136,52.74416151434348
18.14,52.53485928611196
18.144,52.116254829648916
18.148,51.69765037318587
18.152,50.651139232028264
18.156,51.27904591672283
18.16,51.27904591672283
18.164,50.44183700379674
18.168,49.81393031910218
18.172,49.81393031910218
18.176,49.81393031910218
18.18,48.76741917794457
18.184,48.76741917794457
18.188,49.18602363440761
18.192,48.348814721481524
18.196,47.93021026501848
18.2,47.93021026501848
18.204,47.93021026501848
18.208,47.51160580855544
18.212,47.093001352092394
18.216,47.093001352092394
18.22,46.67439689562935
18.224,46.88369912386087
18.228,46.67439689562935
18.232,46.46509466739783
18.236,46.25579243916631
18.24,46.25579243916631
18.244,46.25579243916631
18.248,46.25579243916631
18.252,45.41858352624022
18.256,45.62788575447174
18.26,45.41858352624022
18.264,45.41858352624022
18.268,44.999979069777176
18.272,45.2092812980087
18.276,44.999979069777176
18.28,44.16277015685109
18.284,43.95346792861957
18.288,43.95346792861957
18.292,44.16277015685109
18.296,44.16277015685109
18.3,43.744165700388045
18.304,43.744165700388045
18.308,44.16277015685109
18.312,43.325561243925
18.316,43.53486347215652
18.32,43.325561243925
18.324,43.325561243925
18.328,43.325561243925
18.332,43.325561243925
18.336,42.697654559230436
18.34,42.90695678746196
18.344,42.697654559230436
18.348,42.90695678746196
18.352,42.06974787453587
18.356,42.90695678746196
18.36,42.697654559230436
18.364,42.90695678746196
18.368,42.697654559230436
18.372,42.697654559230436
18.376,42.90695678746196
18.38,42.06974787453587
18.384,42.06974787453587
18.388,42.488352330998914
18.392,42.27905010276739
18.396,41.86044564630435
18.4,42.27905010276739
18.404,42.27905010276739
18.408,41.441841189841305
18.412,41.86044564630435
18.416,41.86044564630435
18.42,42.27905010276739
18.424,41.441841189841305
18.428,41.65114341807283
18.432,41.86044564630435
18.436,41.02323673337826
18.44,41.441841189841305
18.444,41.232538961609784
18.448,41.232538961609784
18.452,41.232538961609784
18.456,41.02323673337826
18.46,41.232538961609784
18.464,40.81393450514674
18.468,40.60463227691522
18.472,40.81393450514674
18.476,41.232538961609784
18.48,40.81393450514674
18.484,41.441841189841305
18.488,42.697654559230436
18.492,43.325561243925
18.496,44.16277015685109
18.5,46.25579243916631
18.504,48.348814721481524
18.508,50.651139232028264
18.512,52.74416151434348
18.516,55.465090481353265
18.52,58.39532167659457
18.524,61.11625064360435
18.528,64.04648183884565
18.532,67.18601526231848
18.536,70.53485091402283
18.54,74.0929887939587
18.544,78.06973113035761
18.548,81.20926455383044
18.552,84.97670466199783
18.556,88.5348425419337
18.56,92.72088710656413
18.564,96.2790249865
18.568,99.41855840997283
18.572,102.9766962899087
18.576,104.8604163439924
18.58,106.95343862630762
18.584,109.04646090862283
18.588,110.51157650624349
18.592,110.72087873447501
18.596,111.13948319093805
18.6,111.13948319093805
18.604,111.34878541916957
18.608,110.30227427801196
18.612,109.25576313685436
18.616,108.20925199569675
18.62,106.95343862630762
18.624,104.65111411576088
18.628,103.60460297460327
18.632,102.13948737698261
18.636,99.62786063820435
18.64,98.1627450405837
18.644,96.06972275826848
18.648,94.60460716064783
18.652,92.30228265010109
18.656,91.04646928071196
18.66,89.16274922662826
18.664,87.69763362900761
18.668,85.81391357492392
18.672,84.7674024337663
18.676,82.67438015145109
18.68,80.99996232559891
18.684,80.16275341267283
18.688,78.9069400432837
18.692,77.23252221743152
18.696,75.97670884804239
18.7,74.72089547865326
18.704,73.67438433749565
18.708,73.04647765280109
18.712,71.79066428341196
18.716,70.95345537048587
18.72,69.90694422932826
18.724,69.06973531640217
18.728,68.23252640347609
18.732,67.60461971878152
18.736,66.97671303408696
18.74,66.34880634939239
18.744,65.30229520823478
18.748,64.4650862953087
18.752,63.837179610614136
18.756,63.20927292591957
18.76,62.581366241225005
18.764,61.325552871835875
18.768,61.11625064360435
18.772,61.11625064360435
18.776,59.86043727421522
18.78,59.23253058952066
18.784,58.39532167659457
18.788,58.39532167659457
18.792,57.767414991900004
18.796,57.34881053543696
18.8,56.93020607897392
18.804,56.720903850742395
18.808,56.30229939427935
18.812,55.67439270958479
18.816,55.67439270958479
18.82,55.67439270958479
18.824,54.8371837966587
18.828,54.62788156842718
18.832,54.8371837966587
18.836,54.418579340195656
18.84,54.418579340195656
18.844,54.209277111964134
18.848,53.99997488373261
18.852,53.99997488373261
18.856,54.418579340195656
18.86,54.418579340195656
18.864,54.418579340195656
18.868,54.418579340195656
18.872,53.79067265550109
18.876,54.62788156842718
18.88,54.209277111964134
18.884,54.62788156842718
18.888,55.465090481353265
18.892,55.465090481353265
18.896,55.67439270958479
18.9,55.67439270958479
18.904,56.511601622510874
18.908,56.511601622510874
18.912,57.13950830720544
18.916,57.34881053543696
18.92,57.13950830720544
18.924,57.34881053543696
18.928,57.976717220131526
18.932,58.39532167659457
18.936,58.81392613305761
18.94,58.81392613305761
18.944,58.81392613305761
18.948,59.23253058952066
18.952,59.44183281775218
18.956,60.279041730678266
18.96,59.86043727421522
18.964,59.6511350459837
18.968,60.279041730678266
18.972,60.279041730678266
18.976,60.48834395890979
18.98,59.6511350459837
18.984,60.279041730678266
18.988,60.69764618714131
18.992,60.069739502446744
18.996,60.279041730678266
19.0,60.279041730678266
19.004,60.48834395890979
19.008,60.279041730678266
19.012,60.48834395890979
19.016,60.279041730678266
19.02,59.6511350459837
19.024,59.6511350459837
19.028,59.44183281775218
19.032,59.023228361289135
19.036,59.023228361289135
19.04,58.60462390482609
19.044,58.39532167659457
19.048,58.60462390482609
19.052,57.55811276366848
19.056,57.976717220131526
19.06,56.93020607897392
19.064,57.34881053543696
19.068,56.720903850742395
19.072,56.30229939427935
19.076,56.30229939427935
19.08,55.465090481353265
19.084,55.25578825312174
19.088,55.04648602489022
19.092,55.04648602489022
19.096,54.418579340195656
19.1,53.79067265550109
19.104,53.37206819903805
19.108,53.162765970806525
19.112,53.162765970806525
19.116,52.74416151434348
19.12,52.32555705788044
19.124,52.116254829648916
19.128,51.906952601417395
19.132,51.06974368849131
19.136,51.27904591672283
19.14,50.651139232028264
19.144,50.651139232028264
19.148,50.44183700379674
19.152,50.0232325473337
19.156,49.604628090870655
19.16,49.604628090870655
19.164,49.81393031910218
19.168,49.604628090870655
19.172,48.97672140617609
19.176,48.76741917794457
19.18,48.558116949713046
19.184,48.13951249325
19.188,48.348814721481524
19.192,47.93021026501848
19.196,47.302303580323915
19.2,47.51160580855544
19.204,47.093001352092394
19.208,46.88369912386087
19.212,46.25579243916631
19.216,46.46509466739783
19.22,46.46509466739783
19.224,46.046490210934785
19.228,46.046490210934785
19.232,45.62788575447174
19.236,45.41858352624022
19.24,45.41858352624022
19.244,44.790676841545654
19.248,44.58137461331413
19.252,44.58137461331413
19.256,44.790676841545654
19.26,44.16277015685109
19.264,44.58137461331413
19.268,43.95346792861957
19.272,43.95346792861957
19.276,43.744165700388045
19.28,43.744165700388045
19.284,43.325561243925
19.288,42.90695678746196
19.292,43.325561243925
19.296,43.325561243925
19.3,42.697654559230436
19.304,43.11625901569348
19.308,42.27905010276739
19.312,42.27905010276739
19.316,42.06974787453587
19.32,42.06974787453587
19.324,41.86044564630435
19.328,42.06974787453587
19.332,42.06974787453587
19.336,41.232538961609784
19.34,41.441841189841305
19.344,41.65114341807283
19.348,41.232538961609784
19.352,40.81393450514674
19.356,41.232538961609784
19.36,41.232538961609784
19.364,40.81393450514674
19.368,40.60463227691522
19.372,41.02323673337826
19.376,40.81393450514674
19.38,40.3953300486837
19.384,40.186027820452175
19.388,40.3953300486837
19.392,40.3953300486837
19.396,39.97672559222065
19.4,40.186027820452175
19.404,39.76742336398913
19.408,40.3953300486837
19.412,39.76742336398913
19.416,39.55812113575761
19.42,39.55812113575761
19.424,40.186027820452175
19.428,40.3953300486837
19.432,40.186027820452175
19.436,39.55812113575761
19.44,39.76742336398913
19.444,39.76742336398913
19.448,39.76742336398913
19.452,39.55812113575761
19.456,39.76742336398913
19.46,39.55812113575761
19.464,39.55812113575761
19.468,39.76742336398913
19.472,41.232538961609784
19.476,41.86044564630435
19.48,42.697654559230436
19.484,44.58137461331413
19.488,46.67439689562935
19.492,48.76741917794457
19.496,51.06974368849131
19.5,53.37206819903805
19.504,56.30229939427935
19.508,59.023228361289135
19.512,61.74415732829892
19.516,65.5115974364663
19.52,68.44182863170761
19.524,71.37205982694891
19.528,74.93019770688478
19.532,78.48833558682065
19.536,81.837171238525
19.54,85.39530911846087
19.544,88.95344699839674
19.548,92.30228265010109
19.552,95.65111830180544
19.556,98.79065172527827
19.56,101.51158069228805
19.564,103.18599851814022
19.568,105.69762525691849
19.572,106.53483416984457
19.576,107.7906475392337
19.58,107.99994976746522
19.584,107.7906475392337
19.588,107.99994976746522
19.592,107.37204308277066
19.596,106.11622971338153
19.6,105.27902080045544
19.604,103.60460297460327
19.608,101.9301851487511
19.612,100.67437177936196
19.616,99.41855840997283
19.62,97.32553612765761
19.624,95.44181607357392
19.628,93.97670047595327
19.632,92.51158487833261
19.636,90.62786482424892
19.64,88.5348425419337
19.644,87.69763362900761
19.648,86.02321580315544
19.652,83.93019352084022
19.656,82.46507792321957
19.66,80.58135786913587
19.664,79.32554449974674
19.668,78.06973113035761
19.672,76.60461553273696
19.676,75.34880216334783
19.68,73.88368656572717
19.684,73.04647765280109
19.688,71.99996651164348
19.692,70.53485091402283
19.696,69.48833977286522
19.7,68.44182863170761
19.704,68.02322417524456
19.708,67.18601526231848
19.712,66.55810857762391
19.716,65.5115974364663
19.72,64.67438852354022
19.724,64.25578406707717
19.728,63.41857515415109
19.732,62.372064012993484
19.736,61.74415732829892
19.74,61.11625064360435
19.744,60.48834395890979
19.748,59.86043727421522
19.752,59.44183281775218
19.756,58.60462390482609
19.76,57.976717220131526
19.764,57.55811276366848
19.768,57.34881053543696
19.772,56.511601622510874
19.776,56.09299716604783
19.78,55.67439270958479
19.784,55.465090481353265
19.788,54.8371837966587
19.792,54.62788156842718
19.796,53.99997488373261
19.8,53.58137042726957
19.804,53.79067265550109
19.808,53.162765970806525
19.812,52.953463742575
19.816,53.162765970806525
19.82,52.953463742575
19.824,52.74416151434348
19.828,52.74416151434348
19.832,52.32555705788044
19.836,52.116254829648916
19.84,52.53485928611196
19.844,53.162765970806525
19.848,52.74416151434348
19.852,52.74416151434348
19.856,52.953463742575
19.86,52.953463742575
19.864,52.74416151434348
19.868,52.953463742575
19.872,53.58137042726957
19.876,53.79067265550109
19.88,53.79067265550109
19.884,54.209277111964134
19.888,54.418579340195656
19.892,54.62788156842718
19.896,54.209277111964134
19.9,54.8371837966587
19.904,55.04648602489022
19.908,55.465090481353265
19.912,55.88369493781631
19.916,56.09299716604783
19.92,56.09299716604783
19.924,56.30229939427935
19.928,56.93020607897392
19.932,56.720903850742395
19.936,57.13950830720544
19.94,57.13950830720544
19.944,57.55811276366848
19.948,57.34881053543696
19.952,57.34881053543696
19.956,57.55811276366848
19.96,57.767414991900004
19.964,57.55811276366848
19.968,57.13950830720544
19.972,57.55811276366848
19.976,57.55811276366848
19.98,57.976717220131526
19.984,57.34881053543696
19.988,57.55811276366848
19.992,57.34881053543696
19.996,57.34881053543696
20.0,57.55811276366848
20.004,57.34881053543696
20.008,57.13950830720544
20.012,56.93020607897392
20.016,56.720903850742395
20.02,56.720903850742395
20.024,56.30229939427935
20.028,56.30229939427935
20.032,56.09299716604783
20.036,55.465090481353265
20.04,55.465090481353265
20.044,55.25578825312174
20.048,54.62788156842718
20.052,54.62788156842718
20.056,54.62788156842718
20.06,54.62788156842718
20.064,53.99997488373261
20.068,53.79067265550109
20.072,53.79067265550109
20.076,53.37206819903805
20.08,52.53485928611196
20.084,52.953463742575
20.088,52.32555705788044
20.092,52.32555705788044
20.096,51.48834814495435
20.1,51.27904591672283
20.104,51.48834814495435
20.108,50.860441460259786
20.112,50.651139232028264
20.116,50.44183700379674
20.12,50.23253477556522
20.124,50.0232325473337
20.128,49.81393031910218
20.132,49.18602363440761
20.136,48.97672140617609
20.14,48.76741917794457
20.144,49.18602363440761
20.148,48.76741917794457
20.152,48.558116949713046
20.156,48.13951249325
20.16,48.13951249325
20.164,47.72090803678696
20.168,47.302303580323915
20.172,46.67439689562935
20.176,46.67439689562935
20.18,46.25579243916631
20.184,46.67439689562935
20.188,46.46509466739783
20.192,46.25579243916631
20.196,46.046490210934785
20.2,45.41858352624022
20.204,45.2092812980087
20.208,44.790676841545654
20.212,44.790676841545654
20.216,44.790676841545654
20.22,44.58137461331413
20.224,44.37207238508261
20.228,43.744165700388045
20.232,43.95346792861957
20.236,43.53486347215652
20.24,43.53486347215652
20.244,43.744165700388045
20.248,42.90695678746196
20.252,42.90695678746196
20.256,42.697654559230436
20.26,42.488352330998914
20.264,42.697654559230436
20.268,42.06974787453587
20.272,42.488352330998914
20.276,42.06974787453587
20.28,42.06974787453587
20.284,41.232538961609784
20.288,42.06974787453587
20.292,41.441841189841305
20.296,41.232538961609784
20.3,41.232538961609784
20.304,41.232538961609784
20.308,41.232538961609784
20.312,41.02323673337826
20.316,40.3953300486837
20.32,40.60463227691522
20.324,40.81393450514674
20.328,40.3953300486837
20.332,40.3953300486837
20.336,40.3953300486837
20.34,39.97672559222065
20.344,40.60463227691522
20.348,39.76742336398913
20.352,39.55812113575761
20.356,40.186027820452175
20.36,40.186027820452175
20.364,39.97672559222065
20.368,39.55812113575761
20.372,39.55812113575761
20.376,40.186027820452175
20.38,39.76742336398913
20.384,40.186027820452175
20.388,39.34881890752609
20.392,39.55812113575761
20.396,39.34881890752609
20.4,39.34881890752609
20.404,39.55812113575761
20.408,39.55812113575761
20.412,39.34881890752609
20.416,39.139516679294566
20.42,39.34881890752609
20.424,39.34881890752609
20.428,39.55812113575761
20.432,40.3953300486837
20.436,40.81393450514674
20.44,41.86044564630435
20.444,43.325561243925
20.448,44.790676841545654
20.452,47.093001352092394
20.456,49.604628090870655
20.46,51.48834814495435
20.464,53.58137042726957
20.468,56.720903850742395
20.472,59.6511350459837
20.476,62.581366241225005
20.48,64.88369075177174
20.484,68.65113085993913
20.488,71.58136205518043
20.492,75.55810439157935
20.496,78.27903335858913
20.5,82.25577569498805
20.504,85.6046113466924
20.508,88.74414477016522
20.512,92.30228265010109
20.516,95.02321161711087
20.52,97.95344281235218
20.524,99.83716286643588
20.528,102.13948737698261
20.532,103.60460297460327
20.536,104.23250965929783
20.54,105.06971857222392
20.544,105.69762525691849
20.548,104.8604163439924
20.552,105.06971857222392
20.556,103.81390520283479
20.56,103.18599851814022
20.564,101.72088292051957
20.568,100.46506955113044
20.572,99.41855840997283
20.576,97.53483835588914
20.58,95.86042053003696
20.584,94.39530493241631
20.588,92.93018933479566
20.592,91.04646928071196
20.596,89.37205145485979
20.6,87.27902917254457
20.604,86.23251803138696
20.608,84.7674024337663
20.612,82.88368237968261
20.616,81.62786901029348
20.62,79.74414895620978
20.624,78.69763781505218
20.628,77.23252221743152
20.632,75.97670884804239
20.636,74.51159325042174
20.64,73.25577988103261
20.644,72.41857096810652
20.648,71.37205982694891
20.652,69.90694422932826
20.656,69.06973531640217
20.66,68.44182863170761
20.664,67.39531749055
20.668,66.76741080585543
20.672,65.72089966469782
20.676,65.30229520823478
20.68,64.67438852354022
20.684,63.837179610614136
20.688,62.99997069768805
20.692,61.95345955653044
20.696,61.325552871835875
20.7,60.069739502446744
20.704,59.86043727421522
20.708,59.44183281775218
20.712,58.81392613305761
20.716,57.976717220131526
20.72,57.55811276366848
20.724,56.93020607897392
20.728,56.30229939427935
20.732,55.67439270958479
20.736,55.465090481353265
20.74,55.04648602489022
20.744,54.209277111964134
20.748,54.209277111964134
20.752,53.79067265550109
20.756,53.58137042726957
20.76,52.953463742575
20.764,52.953463742575
20.768,52.74416151434348
20.772,52.53485928611196
20.776,52.116254829648916
20.78,52.116254829648916
20.784,52.116254829648916
20.788,52.116254829648916
20.792,51.69765037318587
20.796,52.116254829648916
20.8,52.116254829648916
20.804,51.906952601417395
20.808,51.69765037318587
20.812,51.906952601417395
20.816,52.32555705788044
20.82,52.32555705788044
20.824,52.116254829648916
20.828,52.32555705788044
20.832,52.953463742575
20.836,52.953463742575
20.84,52.953463742575
20.844,53.37206819903805
20.848,53.58137042726957
20.852,53.58137042726957
20.856,53.79067265550109
20.86,53.99997488373261
20.864,53.99997488373261
20.868,54.418579340195656
20.872,55.25578825312174
20.876,55.04648602489022
20.88,55.04648602489022
20.884,55.465090481353265
20.888,55.67439270958479
20.892,56.30229939427935
20.896,56.30229939427935
20.9,56.09299716604783
20.904,56.30229939427935
20.908,56.93020607897392
20.912,56.511601622510874
20.916,57.13950830720544
20.92,57.13950830720544
20.924,56.93020607897392
20.928,57.13950830720544
20.932,57.13950830720544
20.936,57.13950830720544
20.94,57.55811276366848
20.944,57.55811276366848
20.948,57.13950830720544
20.952,56.720903850742395
20.956,56.93020607897392
20.96,57.13950830720544
20.964,56.720903850742395
20.968,56.93020607897392
20.972,56.93020607897392
20.976,56.511601622510874
20.98,56.511601622510874
20.984,56.511601622510874
20.988,56.30229939427935
20.992,56.30229939427935
20.996,55.88369493781631
21.0,55.465090481353265
21.004,55.67439270958479
21.008,55.25578825312174
21.012,55.25578825312174
21.016,54.62788156842718
21.02,54.418579340195656
21.024,54.209277111964134
21.028,54.418579340195656
21.032,53.79067265550109
21.036,53.79067265550109
21.04,52.953463742575
21.044,53.37206819903805
21.048,52.953463742575
21.052,52.32555705788044
21.056,52.116254829648916
21.06,52.116254829648916
21.064,52.116254829648916
21.068,51.27904591672283
21.072,51.27904591672283
21.076,51.27904591672283
21.08,50.44183700379674
21.084,50.44183700379674
21.088,50.44183700379674
21.092,50.23253477556522
21.096,50.0232325473337
21.1,49.604628090870655
21.104,48.76741917794457
21.108,48.97672140617609
21.112,48.13951249325
21.116,48.558116949713046
21.12,48.13951249325
21.124,47.93021026501848
21.128,47.51160580855544
21.132,47.302303580323915
21.136,47.093001352092394
21.14,47.093001352092394
21.144,47.093001352092394
21.148,46.67439689562935
21.152,46.46509466739783
21.156,46.046490210934785
21.16,46.25579243916631
21.164,45.41858352624022
21.168,45.83718798270326
21.172,46.046490210934785
