Time(s),Resp (sum)(l)
9.308,0.29130434782608694
9.312,0.2956521739130435
9.316,0.2942028985507246
9.32,0.28405797101449276
9.324,0.29130434782608694
9.328,0.2782608695652174
9.332,0.263768115942029
9.336,0.26811594202898553
9.34,0.2782608695652174
9.344,0.27246376811594203
9.348,0.28840579710144926
9.352,0.2956521739130435
9.356,0.2956521739130435
9.36,0.28840579710144926
9.364,0.2985507246376812
9.368,0.2956521739130435
9.372,0.2710144927536232
9.376,0.27246376811594203
9.38,0.2608695652173913
9.384,0.25507246376811593
9.388,0.2608695652173913
9.392,0.27246376811594203
9.396,0.2710144927536232
9.4,0.27391304347826084
9.404,0.28695652173913044
9.408,0.29130434782608694
9.412,0.2782608695652174
9.416,0.2782608695652174
9.42,0.2826086956521739
9.424,0.27246376811594203
9.428,0.2608695652173913
9.432,0.263768115942029
9.436,0.2492753623188406
9.44,0.26666666666666666
9.444,0.26666666666666666
9.448,0.27391304347826084
9.452,0.2753623188405797
9.456,0.27246376811594203
9.46,0.28405797101449276
9.464,0.2608695652173913
9.468,0.26811594202898553
9.472,0.2536231884057971
9.476,0.24347826086956523
9.48,0.22608695652173913
9.484,0.2391304347826087
9.488,0.2217391304347826
9.492,0.2463768115942029
9.496,0.24057971014492754
9.5,0.25217391304347825
9.504,0.2463768115942029
9.508,0.25507246376811593
9.512,0.2492753623188406
9.516,0.24782608695652175
9.52,0.23768115942028986
9.524,0.2246376811594203
9.528,0.22753623188405797
9.532,0.2246376811594203
9.536,0.22028985507246376
9.54,0.21739130434782608
9.544,0.22028985507246376
9.548,0.2391304347826087
9.552,0.23768115942028986
9.556,0.22608695652173913
9.56,0.2246376811594203
9.564,0.2318840579710145
9.568,0.21884057971014492
9.572,0.2072463768115942
9.576,0.2028985507246377
9.58,0.19130434782608696
9.584,0.19710144927536233
9.588,0.18840579710144928
9.592,0.19855072463768117
9.596,0.2028985507246377
9.6,0.2217391304347826
9.604,0.19710144927536233
9.608,0.2028985507246377
9.612,0.19855072463768117
9.616,0.19710144927536233
9.62,0.18405797101449275
9.624,0.17391304347826086
9.628,0.16231884057971013
9.632,0.16231884057971013
9.636,0.16521739130434782
9.64,0.16231884057971013
9.644,0.1681159420289855
9.648,0.16666666666666666
9.652,0.1753623188405797
9.656,0.1681159420289855
9.66,0.1681159420289855
9.664,0.15072463768115943
9.668,0.14492753623188406
9.672,0.1391304347826087
9.676,0.13768115942028986
9.68,0.11884057971014493
9.684,0.13333333333333333
9.688,0.11594202898550725
9.692,0.13333333333333333
9.696,0.12318840579710146
9.7,0.13043478260869565
9.704,0.11884057971014493
9.708,0.11594202898550725
9.712,0.11159420289855072
9.716,0.09855072463768116
9.72,0.08695652173913043
9.724,0.07681159420289856
9.728,0.06376811594202898
9.732,0.06956521739130435
9.736,0.07101449275362319
9.74,0.06521739130434782
9.744,0.0782608695652174
9.748,0.07681159420289856
9.752,0.08115942028985507
9.756,0.06956521739130435
9.76,0.06956521739130435
9.764,0.05507246376811594
9.768,0.04927536231884058
9.772,0.03768115942028986
9.776,0.03768115942028986
9.78,0.021739130434782608
9.784,0.028985507246376812
9.788,0.021739130434782608
9.792,0.034782608695652174
9.796,0.034782608695652174
9.8,0.03188405797101449
9.804,0.02463768115942029
9.808,0.01884057971014493
9.812,0.008695652173913044
9.816,0.002898550724637681
9.82,-0.005797101449275362
9.824,-0.015942028985507246
9.828,-0.028985507246376812
9.832,-0.02463768115942029
9.836,-0.02608695652173913
9.84,-0.02753623188405797
9.844,-0.015942028985507246
9.848,-0.021739130434782608
9.852,-0.020289855072463767
9.856,-0.028985507246376812
9.86,-0.028985507246376812
9.864,-0.04057971014492753
9.868,-0.042028985507246375
9.872,-0.057971014492753624
9.876,-0.057971014492753624
9.88,-0.06811594202898551
9.884,-0.06086956521739131
9.888,-0.06956521739130435
9.892,-0.05217391304347826
9.896,-0.057971014492753624
9.9,-0.05217391304347826
9.904,-0.06521739130434782
9.908,-0.07536231884057971
9.912,-0.08985507246376812
9.916,-0.08840579710144927
9.92,-0.09420289855072464
9.924,-0.1
9.928,-0.10869565217391304
9.932,-0.1072463768115942
9.936,-0.10434782608695652
9.94,-0.09710144927536232
9.944,-0.08840579710144927
9.948,-0.0927536231884058
9.952,-0.0927536231884058
9.956,-0.10144927536231885
9.96,-0.1072463768115942
9.964,-0.1246376811594203
9.968,-0.1289855072463768
9.972,-0.14202898550724638
9.976,-0.1391304347826087
9.98,-0.1463768115942029
9.984,-0.1289855072463768
9.988,-0.13043478260869565
9.992,-0.11884057971014493
9.996,-0.11739130434782609
10.0,-0.12173913043478261
10.004,-0.12173913043478261
10.008,-0.12753623188405797
10.012,-0.14347826086956522
10.016,-0.14492753623188406
10.02,-0.1492753623188406
10.024,-0.14782608695652175
10.028,-0.1536231884057971
10.032,-0.14492753623188406
10.036,-0.14057971014492754
10.04,-0.14347826086956522
10.044,-0.1391304347826087
10.048,-0.14202898550724638
10.052,-0.13478260869565217
10.056,-0.15072463768115943
10.06,-0.1565217391304348
10.064,-0.1681159420289855
10.068,-0.1681159420289855
10.072,-0.1782608695652174
10.076,-0.17391304347826086
10.08,-0.1855072463768116
10.084,-0.16666666666666666
10.088,-0.17391304347826086
10.092,-0.16666666666666666
10.096,-0.16521739130434782
10.1,-0.16231884057971013
10.104,-0.17101449275362318
10.108,-0.17681159420289855
10.112,-0.18840579710144928
10.116,-0.1855072463768116
10.12,-0.2028985507246377
10.124,-0.2
10.128,-0.2
10.132,-0.1956521739130435
10.136,-0.19420289855072465
10.14,-0.1956521739130435
10.144,-0.19130434782608696
10.148,-0.2028985507246377
10.152,-0.19420289855072465
10.156,-0.21159420289855072
10.16,-0.21739130434782608
10.164,-0.2289855072463768
10.168,-0.2318840579710145
10.172,-0.2492753623188406
10.176,-0.24347826086956523
10.18,-0.24492753623188407
10.184,-0.23768115942028986
10.188,-0.2463768115942029
10.192,-0.2318840579710145
10.196,-0.2318840579710145
10.2,-0.24202898550724639
10.204,-0.25072463768115943
10.208,-0.2492753623188406
10.212,-0.2768115942028985
10.216,-0.26956521739130435
10.22,-0.2826086956521739
10.224,-0.2797101449275362
10.228,-0.28405797101449276
10.232,-0.28695652173913044
10.236,-0.2782608695652174
10.24,-0.2797101449275362
10.244,-0.2797101449275362
10.248,-0.2811594202898551
10.252,-0.2942028985507246
10.256,-0.2956521739130435
10.26,-0.30144927536231886
10.264,-0.32463768115942027
10.268,-0.33043478260869563
10.272,-0.3391304347826087
10.276,-0.336231884057971
10.28,-0.34057971014492755
10.284,-0.33043478260869563
10.288,-0.34057971014492755
10.292,-0.3318840579710145
10.296,-0.34347826086956523
10.3,-0.34492753623188405
10.304,-0.35797101449275365
10.308,-0.3652173913043478
10.312,-0.3681159420289855
10.316,-0.37971014492753624
10.32,-0.39420289855072466
10.324,-0.3710144927536232
10.328,-0.391304347826087
10.332,-0.37681159420289856
10.336,-0.36666666666666664
10.34,-0.37681159420289856
10.344,-0.3652173913043478
10.348,-0.3869565217391304
10.352,-0.3869565217391304
10.356,-0.3869565217391304
10.36,-0.4115942028985507
10.364,-0.4144927536231884
10.368,-0.41594202898550725
10.372,-0.41594202898550725
10.376,-0.41594202898550725
10.38,-0.4289855072463768
10.384,-0.4057971014492754
10.388,-0.4101449275362319
10.392,-0.4101449275362319
10.396,-0.42318840579710143
10.4,-0.4101449275362319
10.404,-0.42318840579710143
10.408,-0.427536231884058
10.412,-0.4463768115942029
10.416,-0.45217391304347826
10.42,-0.45217391304347826
10.424,-0.4405797101449275
10.428,-0.4405797101449275
10.432,-0.4434782608695652
10.436,-0.41884057971014493
10.44,-0.42028985507246375
10.444,-0.41739130434782606
10.448,-0.43478260869565216
10.452,-0.4463768115942029
10.456,-0.4579710144927536
10.46,-0.4608695652173913
10.464,-0.463768115942029
10.468,-0.45362318840579713
10.472,-0.4579710144927536
10.476,-0.4492753623188406
10.48,-0.4608695652173913
10.484,-0.463768115942029
10.488,-0.4753623188405797
10.492,-0.47101449275362317
10.496,-0.47246376811594204
10.5,-0.4666666666666667
10.504,-0.47391304347826085
10.508,-0.48985507246376814
10.512,-0.5130434782608696
10.516,-0.49130434782608695
10.52,-0.5014492753623189
10.524,-0.5
10.528,-0.4811594202898551
10.532,-0.48695652173913045
10.536,-0.4985507246376812
10.54,-0.5043478260869565
10.544,-0.48695652173913045
10.548,-0.5014492753623189
10.552,-0.5028985507246376
10.556,-0.4971014492753623
10.56,-0.5260869565217391
10.564,-0.5101449275362319
10.568,-0.5130434782608696
10.572,-0.5260869565217391
10.576,-0.508695652173913
10.58,-0.5231884057971015
10.584,-0.4956521739130435
10.588,-0.5217391304347826
10.592,-0.4985507246376812
10.596,-0.5130434782608696
10.6,-0.5217391304347826
10.604,-0.5144927536231884
10.608,-0.5202898550724637
10.612,-0.5492753623188406
10.616,-0.5594202898550724
10.62,-0.5594202898550724
10.624,-0.5333333333333333
10.628,-0.5130434782608696
10.632,-0.5246376811594203
10.636,-0.5391304347826087
10.64,-0.5333333333333333
10.644,-0.5173913043478261
10.648,-0.5391304347826087
10.652,-0.5594202898550724
10.656,-0.5478260869565217
10.66,-0.5434782608695652
10.664,-0.5811594202898551
10.668,-0.553623188405797
10.672,-0.5579710144927537
10.676,-0.5507246376811594
10.68,-0.553623188405797
10.684,-0.5246376811594203
10.688,-0.5550724637681159
10.692,-0.5304347826086957
10.696,-0.5391304347826087
10.7,-0.5478260869565217
10.704,-0.5608695652173913
10.708,-0.5623188405797102
10.712,-0.5565217391304348
10.716,-0.5681159420289855
10.72,-0.5608695652173913
10.724,-0.5666666666666667
10.728,-0.5550724637681159
10.732,-0.5681159420289855
10.736,-0.5521739130434783
10.74,-0.572463768115942
10.744,-0.5681159420289855
10.748,-0.5739130434782609
10.752,-0.5681159420289855
10.756,-0.5739130434782609
10.76,-0.5739130434782609
10.764,-0.6028985507246377
10.768,-0.5855072463768116
10.772,-0.5855072463768116
10.776,-0.5565217391304348
10.78,-0.5768115942028985
10.784,-0.5768115942028985
10.788,-0.5855072463768116
10.792,-0.5826086956521739
10.796,-0.5898550724637681
10.8,-0.5811594202898551
10.804,-0.5855072463768116
10.808,-0.6028985507246377
10.812,-0.6028985507246377
10.816,-0.5855072463768116
10.82,-0.5971014492753624
10.824,-0.5985507246376811
10.828,-0.591304347826087
10.832,-0.5869565217391305
10.836,-0.5797101449275363
10.84,-0.5840579710144927
10.844,-0.5826086956521739
10.848,-0.591304347826087
10.852,-0.5840579710144927
10.856,-0.591304347826087
10.86,-0.6057971014492753
10.864,-0.6130434782608696
10.868,-0.591304347826087
10.872,-0.591304347826087
10.876,-0.5855072463768116
10.88,-0.5927536231884057
10.884,-0.5956521739130435
10.888,-0.6086956521739131
10.892,-0.6144927536231884
10.896,-0.6260869565217392
10.9,-0.6217391304347826
10.904,-0.6246376811594203
10.908,-0.6159420289855072
10.912,-0.6275362318840579
10.916,-0.6304347826086957
10.92,-0.6260869565217392
10.924,-0.6101449275362318
10.928,-0.6043478260869565
10.932,-0.6101449275362318
10.936,-0.5971014492753624
10.94,-0.6217391304347826
10.944,-0.6101449275362318
10.948,-0.6115942028985507
10.952,-0.6043478260869565
10.956,-0.6115942028985507
10.96,-0.6289855072463768
10.964,-0.6260869565217392
10.968,-0.5927536231884057
10.972,-0.6231884057971014
10.976,-0.5971014492753624
10.98,-0.5811594202898551
10.984,-0.5855072463768116
10.988,-0.6144927536231884
10.992,-0.5898550724637681
10.996,-0.5971014492753624
11.0,-0.6
11.004,-0.6231884057971014
11.008,-0.5884057971014492
11.012,-0.6173913043478261
11.016,-0.6014492753623188
11.02,-0.5971014492753624
11.024,-0.5753623188405798
11.028,-0.5869565217391305
11.032,-0.5666666666666667
11.036,-0.5753623188405798
11.04,-0.5797101449275363
11.044,-0.5768115942028985
11.048,-0.591304347826087
11.052,-0.5811594202898551
11.056,-0.6072463768115942
11.06,-0.5681159420289855
11.064,-0.5869565217391305
11.068,-0.5579710144927537
11.072,-0.5521739130434783
11.076,-0.5521739130434783
11.08,-0.5579710144927537
11.084,-0.5492753623188406
11.088,-0.5507246376811594
11.092,-0.5463768115942029
11.096,-0.5550724637681159
11.1,-0.5507246376811594
11.104,-0.5478260869565217
11.108,-0.5289855072463768
11.112,-0.5347826086956522
11.116,-0.518840579710145
11.12,-0.5231884057971015
11.124,-0.5246376811594203
11.128,-0.5173913043478261
11.132,-0.4956521739130435
11.136,-0.5115942028985507
11.14,-0.5217391304347826
11.144,-0.5014492753623189
11.148,-0.5144927536231884
11.152,-0.5246376811594203
11.156,-0.5231884057971015
11.16,-0.5057971014492754
11.164,-0.5043478260869565
11.168,-0.4927536231884058
11.172,-0.48840579710144927
11.176,-0.4652173913043478
11.18,-0.48405797101449277
11.184,-0.4753623188405797
11.188,-0.4681159420289855
11.192,-0.4652173913043478
11.196,-0.48405797101449277
11.2,-0.4652173913043478
11.204,-0.463768115942029
11.208,-0.46956521739130436
11.212,-0.4681159420289855
11.216,-0.4492753623188406
11.22,-0.4405797101449275
11.224,-0.4405797101449275
11.228,-0.4101449275362319
11.232,-0.4115942028985507
11.236,-0.40869565217391307
11.24,-0.4246376811594203
11.244,-0.40144927536231884
11.248,-0.41594202898550725
11.252,-0.4144927536231884
11.256,-0.41594202898550725
11.26,-0.3869565217391304
11.264,-0.4
11.268,-0.3710144927536232
11.272,-0.37681159420289856
11.276,-0.3652173913043478
11.28,-0.36376811594202896
11.284,-0.3463768115942029
11.288,-0.3492753623188406
11.292,-0.336231884057971
11.296,-0.34057971014492755
11.3,-0.3333333333333333
11.304,-0.34202898550724636
11.308,-0.32318840579710145
11.312,-0.3173913043478261
11.316,-0.3130434782608696
11.32,-0.2985507246376812
11.324,-0.2898550724637681
11.328,-0.28695652173913044
11.332,-0.2782608695652174
11.336,-0.28405797101449276
11.34,-0.2797101449275362
11.344,-0.2826086956521739
11.348,-0.2826086956521739
11.352,-0.26666666666666666
11.356,-0.2782608695652174
11.36,-0.2536231884057971
11.364,-0.24782608695652175
11.368,-0.2246376811594203
11.372,-0.2289855072463768
11.376,-0.2144927536231884
11.38,-0.21884057971014492
11.384,-0.21594202898550724
11.388,-0.20869565217391303
11.392,-0.2144927536231884
11.396,-0.21884057971014492
11.4,-0.20869565217391303
11.404,-0.21159420289855072
11.408,-0.19710144927536233
11.412,-0.18695652173913044
11.416,-0.17101449275362318
11.42,-0.1681159420289855
11.424,-0.1565217391304348
11.428,-0.14202898550724638
11.432,-0.15072463768115943
11.436,-0.1492753623188406
11.44,-0.1565217391304348
11.444,-0.15217391304347827
11.448,-0.1492753623188406
11.452,-0.14202898550724638
11.456,-0.14782608695652175
11.46,-0.12318840579710146
11.464,-0.12173913043478261
11.468,-0.10289855072463767
11.472,-0.09855072463768116
11.476,-0.08405797101449275
11.48,-0.09130434782608696
11.484,-0.08695652173913043
11.488,-0.08985507246376812
11.492,-0.08840579710144927
11.496,-0.0927536231884058
11.5,-0.08115942028985507
11.504,-0.08260869565217391
11.508,-0.06376811594202898
11.512,-0.0536231884057971
11.516,-0.04057971014492753
11.52,-0.036231884057971016
11.524,-0.03188405797101449
11.528,-0.02608695652173913
11.532,-0.028985507246376812
11.536,-0.02463768115942029
11.54,-0.034782608695652174
11.544,-0.028985507246376812
11.548,-0.03333333333333333
11.552,-0.02608695652173913
11.556,-0.014492753623188406
11.56,0.005797101449275362
11.564,0.005797101449275362
11.568,0.02318840579710145
11.572,0.02318840579710145
11.576,0.034782608695652174
11.58,0.03188405797101449
11.584,0.04057971014492753
11.588,0.04057971014492753
11.592,0.042028985507246375
11.596,0.03333333333333333
11.6,0.04492753623188406
11.604,0.04927536231884058
11.608,0.06376811594202898
11.612,0.06956521739130435
11.616,0.08550724637681159
11.62,0.08405797101449275
11.624,0.07681159420289856
11.628,0.07971014492753623
11.632,0.07246376811594203
11.636,0.08405797101449275
11.64,0.08695652173913043
11.644,0.08985507246376812
11.648,0.0927536231884058
11.652,0.10144927536231885
11.656,0.10144927536231885
11.66,0.12753623188405797
11.664,0.1246376811594203
11.668,0.15072463768115943
11.672,0.13478260869565217
11.676,0.15072463768115943
11.68,0.14057971014492754
11.684,0.14782608695652175
11.688,0.15072463768115943
11.692,0.1463768115942029
11.696,0.14057971014492754
11.7,0.1608695652173913
11.704,0.15797101449275364
11.708,0.1753623188405797
11.712,0.1855072463768116
11.716,0.2072463768115942
11.72,0.20869565217391303
11.724,0.20579710144927535
11.728,0.2
11.732,0.21159420289855072
11.736,0.2072463768115942
11.74,0.19130434782608696
11.744,0.19130434782608696
11.748,0.19855072463768117
11.752,0.2028985507246377
11.756,0.20869565217391303
11.76,0.22608695652173913
11.764,0.2289855072463768
11.768,0.23478260869565218
11.772,0.22608695652173913
11.776,0.2391304347826087
11.78,0.2391304347826087
11.784,0.2492753623188406
11.788,0.25072463768115943
11.792,0.2492753623188406
11.796,0.23333333333333334
11.8,0.23768115942028986
11.804,0.24347826086956523
11.808,0.26666666666666666
11.812,0.26666666666666666
11.816,0.2782608695652174
11.82,0.30144927536231886
11.824,0.28405797101449276
11.828,0.27391304347826084
11.832,0.27246376811594203
11.836,0.2855072463768116
11.84,0.2855072463768116
11.844,0.2898550724637681
11.848,0.2782608695652174
11.852,0.2942028985507246
11.856,0.2927536231884058
11.86,0.3217391304347826
11.864,0.3115942028985507
11.868,0.3188405797101449
11.872,0.33043478260869563
11.876,0.33043478260869563
11.88,0.3101449275362319
11.884,0.30289855072463767
11.888,0.2956521739130435
11.892,0.3
11.896,0.2971014492753623
11.9,0.3144927536231884
11.904,0.32028985507246377
11.908,0.32753623188405795
11.912,0.33768115942028987
11.916,0.3318840579710145
11.92,0.3333333333333333
11.924,0.3188405797101449
11.928,0.336231884057971
11.932,0.3144927536231884
11.936,0.32318840579710145
11.94,0.3115942028985507
11.944,0.32463768115942027
11.948,0.3289855072463768
11.952,0.3318840579710145
11.956,0.32463768115942027
11.96,0.3536231884057971
11.964,0.3463768115942029
11.968,0.3710144927536232
11.972,0.3507246376811594
11.976,0.36086956521739133
11.98,0.3652173913043478
11.984,0.34782608695652173
11.988,0.3739130434782609
11.992,0.3565217391304348
11.996,0.36231884057971014
12.0,0.36376811594202896
12.004,0.37681159420289856
12.008,0.372463768115942
12.012,0.391304347826087
12.016,0.3884057971014493
12.02,0.391304347826087
12.024,0.39710144927536234
12.028,0.3782608695652174
12.032,0.3710144927536232
12.036,0.39420289855072466
12.04,0.3739130434782609
12.044,0.3695652173913043
12.048,0.3884057971014493
12.052,0.3927536231884058
12.056,0.3927536231884058
12.06,0.41594202898550725
12.064,0.4144927536231884
12.068,0.427536231884058
12.072,0.4115942028985507
12.076,0.4043478260869565
12.08,0.3826086956521739
12.084,0.37971014492753624
12.088,0.3927536231884058
12.092,0.4072463768115942
12.096,0.39565217391304347
12.1,0.4
12.104,0.391304347826087
12.108,0.39855072463768115
12.112,0.4115942028985507
12.116,0.42028985507246375
12.12,0.4115942028985507
12.124,0.3927536231884058
12.128,0.39420289855072466
12.132,0.39855072463768115
12.136,0.4101449275362319
12.14,0.41739130434782606
12.144,0.42318840579710143
12.148,0.40869565217391307
12.152,0.4144927536231884
12.156,0.41594202898550725
12.16,0.4449275362318841
12.164,0.4318840579710145
12.168,0.41739130434782606
12.172,0.4144927536231884
12.176,0.41739130434782606
12.18,0.39710144927536234
12.184,0.39420289855072466
12.188,0.4028985507246377
12.192,0.41884057971014493
12.196,0.40144927536231884
12.2,0.4101449275362319
12.204,0.43623188405797103
12.208,0.43043478260869567
12.212,0.43043478260869567
12.216,0.427536231884058
12.22,0.4144927536231884
12.224,0.4289855072463768
12.228,0.4115942028985507
12.232,0.4043478260869565
12.236,0.41594202898550725
12.24,0.4115942028985507
12.244,0.40869565217391307
12.248,0.39420289855072466
12.252,0.4289855072463768
12.256,0.427536231884058
12.26,0.42318840579710143
12.264,0.43043478260869567
12.268,0.4115942028985507
12.272,0.3869565217391304
12.276,0.39420289855072466
12.28,0.3869565217391304
12.284,0.3884057971014493
12.288,0.372463768115942
12.292,0.372463768115942
12.296,0.3753623188405797
12.3,0.3869565217391304
12.304,0.39565217391304347
12.308,0.4072463768115942
12.312,0.4028985507246377
12.316,0.3884057971014493
12.32,0.37971014492753624
12.324,0.3710144927536232
12.328,0.35942028985507246
12.332,0.36231884057971014
12.336,0.3681159420289855
12.34,0.34782608695652173
12.344,0.3826086956521739
12.348,0.3884057971014493
12.352,0.3710144927536232
12.356,0.36666666666666664
12.36,0.4057971014492754
12.364,0.3652173913043478
12.368,0.37681159420289856
12.372,0.3782608695652174
12.376,0.3507246376811594
12.38,0.3463768115942029
12.384,0.3492753623188406
12.388,0.34782608695652173
12.392,0.35797101449275365
12.396,0.35797101449275365
12.4,0.37971014492753624
12.404,0.3753623188405797
12.408,0.3869565217391304
12.412,0.39565217391304347
12.416,0.3927536231884058
12.42,0.3826086956521739
12.424,0.37681159420289856
12.428,0.3652173913043478
12.432,0.34347826086956523
12.436,0.3565217391304348
12.44,0.3681159420289855
12.444,0.3739130434782609
12.448,0.3884057971014493
12.452,0.37971014492753624
12.456,0.3898550724637681
12.46,0.3869565217391304
12.464,0.4
12.468,0.3869565217391304
12.472,0.372463768115942
12.476,0.3739130434782609
12.48,0.36231884057971014
12.484,0.3695652173913043
12.488,0.3652173913043478
12.492,0.3652173913043478
12.496,0.37681159420289856
12.5,0.39855072463768115
12.504,0.3869565217391304
12.508,0.372463768115942
12.512,0.37971014492753624
12.516,0.39565217391304347
12.52,0.3695652173913043
12.524,0.35507246376811596
12.528,0.3652173913043478
12.532,0.3507246376811594
12.536,0.3710144927536232
12.54,0.34782608695652173
12.544,0.3884057971014493
12.548,0.3695652173913043
12.552,0.3826086956521739
12.556,0.3739130434782609
12.56,0.3927536231884058
12.564,0.36666666666666664
12.568,0.36231884057971014
12.572,0.35507246376811596
12.576,0.34492753623188405
12.58,0.35942028985507246
12.584,0.34202898550724636
12.588,0.34782608695652173
12.592,0.3681159420289855
12.596,0.3739130434782609
12.6,0.39565217391304347
12.604,0.3884057971014493
12.608,0.3710144927536232
12.612,0.372463768115942
12.616,0.3710144927536232
12.62,0.3652173913043478
12.624,0.3492753623188406
12.628,0.35797101449275365
12.632,0.34202898550724636
12.636,0.34782608695652173
12.64,0.34782608695652173
12.644,0.34347826086956523
12.648,0.3507246376811594
12.652,0.3898550724637681
12.656,0.37971014492753624
12.66,0.36666666666666664
12.664,0.34202898550724636
12.668,0.34057971014492755
12.672,0.3463768115942029
12.676,0.3652173913043478
12.68,0.3565217391304348
12.684,0.3536231884057971
12.688,0.3318840579710145
12.692,0.35942028985507246
12.696,0.3652173913043478
12.7,0.3681159420289855
12.704,0.3681159420289855
12.708,0.3927536231884058
12.712,0.3710144927536232
12.716,0.38115942028985506
12.72,0.37681159420289856
12.724,0.3565217391304348
12.728,0.3681159420289855
12.732,0.3318840579710145
12.736,0.35797101449275365
12.74,0.34782608695652173
12.744,0.35942028985507246
12.748,0.3710144927536232
12.752,0.39710144927536234
12.756,0.39710144927536234
12.76,0.3927536231884058
12.764,0.35797101449275365
12.768,0.3565217391304348
12.772,0.37681159420289856
12.776,0.34347826086956523
12.78,0.3681159420289855
12.784,0.3507246376811594
12.788,0.3710144927536232
12.792,0.36376811594202896
12.796,0.38115942028985506
12.8,0.3782608695652174
12.804,0.37681159420289856
12.808,0.3710144927536232
12.812,0.372463768115942
12.816,0.36231884057971014
12.82,0.3391304347826087
12.824,0.3507246376811594
12.828,0.3492753623188406
12.832,0.34782608695652173
12.836,0.34782608695652173
12.84,0.34782608695652173
12.844,0.372463768115942
12.848,0.35942028985507246
12.852,0.3652173913043478
12.856,0.3695652173913043
12.86,0.3521739130434783
12.864,0.3565217391304348
12.868,0.3536231884057971
12.872,0.34202898550724636
12.876,0.34057971014492755
12.88,0.336231884057971
12.884,0.3521739130434783
12.888,0.35942028985507246
12.892,0.3492753623188406
12.896,0.37681159420289856
12.9,0.3521739130434783
12.904,0.3739130434782609
12.908,0.34782608695652173
12.912,0.35942028985507246
12.916,0.3521739130434783
12.92,0.34347826086956523
12.924,0.336231884057971
12.928,0.35507246376811596
12.932,0.33043478260869563
12.936,0.3536231884057971
12.94,0.35942028985507246
12.944,0.36376811594202896
12.948,0.36086956521739133
12.952,0.3565217391304348
12.956,0.35942028985507246
12.96,0.34782608695652173
12.964,0.34057971014492755
12.968,0.336231884057971
12.972,0.34202898550724636
12.976,0.3347826086956522
12.98,0.3173913043478261
12.984,0.3391304347826087
12.988,0.34202898550724636
12.992,0.3492753623188406
12.996,0.34347826086956523
13.0,0.3536231884057971
13.004,0.3507246376811594
13.008,0.32753623188405795
13.012,0.34782608695652173
13.016,0.32753623188405795
13.02,0.32028985507246377
13.024,0.3144927536231884
13.028,0.3101449275362319
13.032,0.3289855072463768
13.036,0.34057971014492755
13.04,0.33768115942028987
13.044,0.3391304347826087
13.048,0.36086956521739133
13.052,0.3507246376811594
13.056,0.33768115942028987
13.06,0.34782608695652173
13.064,0.3144927536231884
13.068,0.33768115942028987
13.072,0.3159420289855073
13.076,0.3333333333333333
13.08,0.3130434782608696
13.084,0.3318840579710145
13.088,0.3391304347826087
13.092,0.34782608695652173
13.096,0.34202898550724636
13.1,0.34782608695652173
13.104,0.34202898550724636
13.108,0.336231884057971
13.112,0.3318840579710145
13.116,0.3130434782608696
13.12,0.32463768115942027
13.124,0.30579710144927535
13.128,0.3159420289855073
13.132,0.3289855072463768
13.136,0.32463768115942027
13.14,0.3217391304347826
13.144,0.3130434782608696
13.148,0.32463768115942027
13.152,0.3289855072463768
13.156,0.3289855072463768
13.16,0.30579710144927535
13.164,0.30289855072463767
13.168,0.30289855072463767
13.172,0.28695652173913044
13.176,0.30144927536231886
13.18,0.30144927536231886
13.184,0.30144927536231886
13.188,0.3101449275362319
13.192,0.30579710144927535
13.196,0.32463768115942027
13.2,0.3217391304347826
13.204,0.3130434782608696
13.208,0.3130434782608696
13.212,0.28695652173913044
13.216,0.29130434782608694
13.22,0.2811594202898551
13.224,0.2855072463768116
13.228,0.2956521739130435
13.232,0.2942028985507246
13.236,0.30289855072463767
13.24,0.28695652173913044
13.244,0.32463768115942027
13.248,0.3101449275362319
13.252,0.3159420289855073
13.256,0.2855072463768116
13.26,0.2956521739130435
13.264,0.2898550724637681
13.268,0.2855072463768116
13.272,0.26811594202898553
13.276,0.28405797101449276
13.28,0.28840579710144926
13.284,0.30579710144927535
13.288,0.3173913043478261
13.292,0.3159420289855073
13.296,0.3173913043478261
13.3,0.3072463768115942
13.304,0.2942028985507246
13.308,0.2971014492753623
13.312,0.2898550724637681
13.316,0.28405797101449276
13.32,0.2826086956521739
13.324,0.28405797101449276
13.328,0.2956521739130435
13.332,0.2956521739130435
13.336,0.30434782608695654
13.34,0.2956521739130435
13.344,0.3188405797101449
13.348,0.30289855072463767
13.352,0.3072463768115942
13.356,0.28840579710144926
13.36,0.28405797101449276
13.364,0.26811594202898553
13.368,0.2855072463768116
13.372,0.27246376811594203
13.376,0.2898550724637681
13.38,0.2782608695652174
13.384,0.2956521739130435
13.388,0.30144927536231886
13.392,0.2898550724637681
13.396,0.2927536231884058
13.4,0.2956521739130435
13.404,0.2826086956521739
13.408,0.28695652173913044
13.412,0.26811594202898553
13.416,0.27246376811594203
13.42,0.27246376811594203
13.424,0.26666666666666666
13.428,0.2710144927536232
13.432,0.2782608695652174
13.436,0.28695652173913044
13.44,0.2855072463768116
13.444,0.2971014492753623
13.448,0.27391304347826084
13.452,0.2855072463768116
13.456,0.27246376811594203
13.46,0.2608695652173913
13.464,0.2608695652173913
13.468,0.27246376811594203
13.472,0.2536231884057971
13.476,0.28695652173913044
13.48,0.2768115942028985
13.484,0.2710144927536232
13.488,0.26956521739130435
13.492,0.2927536231884058
13.496,0.29130434782608694
13.5,0.2782608695652174
