Time(s),EEG (C4-A1)(mV)
14.532,0.06702954898911354
14.536,0.06687402799377916
14.54,0.06594090202177294
14.544,0.06516329704510108
14.548,0.06158631415241057
14.552,0.06329704510108865
14.556,0.06345256609642301
14.56,0.06345256609642301
14.564,0.06376360808709176
14.568,0.06251944012441679
14.572,0.06174183514774494
14.576,0.05909797822706065
14.58,0.060031104199066876
14.584,0.05800933125972006
14.588,0.05536547433903577
14.592,0.0510108864696734
14.596,0.05116640746500778
14.6,0.047900466562986
14.604,0.04525660964230171
14.608,0.0432348367029549
14.612,0.04183514774494557
14.616,0.04183514774494557
14.62,0.04105754276827372
14.624,0.042457231726283046
14.628,0.0432348367029549
14.632,0.042301710730948676
14.636,0.0447900466562986
14.64,0.04836702954898912
14.644,0.050388802488335924
14.648,0.05085536547433903
14.652,0.05225505443234837
14.656,0.05443234836702955
14.66,0.05723172628304821
14.664,0.059875583203732506
14.668,0.060964230171073094
14.672,0.06298600311041991
14.676,0.06158631415241057
14.68,0.060653188180404355
14.684,0.06236391912908243
14.688,0.05847589424572317
14.692,0.05536547433903577
14.696,0.05629860031104199
14.7,0.05769828926905132
14.704,0.05412130637636081
14.708,0.05225505443234837
14.712,0.0510108864696734
14.716,0.046189735614307934
14.72,0.042457231726283046
14.724,0.04136858475894246
14.728,0.03732503888024884
14.732,0.031570762052877135
14.736,0.029237947122861586
14.74,0.028615863141524107
14.744,0.026749611197511663
14.748,0.02146189735614308
14.752,0.02021772939346812
14.756,0.017418351477449457
14.76,0.014152410575427682
14.764,0.011508553654743391
14.768,0.008553654743390357
14.772,0.007620528771384137
14.776,0.0037325038880248835
14.78,0.003265940902021773
14.784,0.0026438569206842922
14.788,0.0006220839813374805
14.792,-0.0026438569206842922
14.796,0.0009331259720062209
14.8,0.004976671850699844
14.804,0.004821150855365474
14.808,0.006842923794712286
14.812,0.01010886469673406
14.816,0.010575427682737169
14.82,0.013063763608087092
14.824,0.015552099533437015
14.828,0.016951788491446344
14.832,0.015552099533437015
14.836,0.016174183514774496
14.84,0.016640746500777605
14.844,0.016174183514774496
14.848,0.015085536547433904
14.852,0.013063763608087092
14.856,0.013063763608087092
14.86,0.012597200622083981
14.864,0.011508553654743391
14.868,0.01088646967340591
14.872,0.009642301710730949
14.876,0.005132192846034215
14.88,0.0038880248833592537
14.884,0.0029548989113530326
14.888,-0.0
14.892,-0.0027993779160186624
14.896,-0.002488335925349922
14.9,-0.0026438569206842922
14.904,-0.005443234836702955
14.908,-0.007153965785381027
14.912,-0.008553654743390357
14.916,-0.01104199066874028
14.92,-0.010575427682737169
14.924,-0.010575427682737169
14.928,-0.013841368584758942
14.932,-0.019751166407465007
14.936,-0.02161741835147745
14.94,-0.02208398133748056
14.944,-0.02255054432348367
14.948,-0.02255054432348367
14.952,-0.024572317262830483
14.956,-0.02348367029548989
14.96,-0.02332814930015552
14.964,-0.02317262830482115
14.968,-0.0223950233281493
14.972,-0.0223950233281493
14.976,-0.02332814930015552
14.98,-0.020995334370139968
14.984,-0.02021772939346812
14.988,-0.02021772939346812
14.992,-0.02192846034214619
14.996,-0.02052877138413686
15.0,-0.019751166407465007
15.004,-0.019906687402799376
15.008,-0.019284603421461897
15.012,-0.016796267496111975
15.016,-0.016796267496111975
15.02,-0.016796267496111975
15.024,-0.014307931570762053
15.028,-0.015707620528771383
15.032,-0.019129082426127528
15.036,-0.017884914463452566
15.04,-0.015085536547433904
15.044,-0.015552099533437015
15.048,-0.017418351477449457
15.052,-0.017418351477449457
15.056,-0.017418351477449457
15.06,-0.017884914463452566
15.064,-0.018506998444790045
15.068,-0.01866251944012442
15.072,-0.01866251944012442
15.076,-0.019751166407465007
15.08,-0.019129082426127528
15.084,-0.02037325038880249
15.088,-0.024572317262830483
15.092,-0.030015552099533438
15.096,-0.030171073094867808
15.1,-0.031259720062208396
15.104,-0.03405909797822706
15.108,-0.03452566096423017
15.112,-0.0343701399688958
15.116,-0.03732503888024884
15.12,-0.03748055987558321
15.124,-0.03732503888024884
15.128,-0.038413685847589425
15.132,-0.0416796267496112
15.136,-0.042301710730948676
15.14,-0.042146189735614306
15.144,-0.0416796267496112
15.148,-0.04292379471228616
15.152,-0.04105754276827372
15.156,-0.038258164852255055
15.16,-0.034836702954898914
15.164,-0.031570762052877135
15.168,-0.027993779160186624
15.172,-0.026283048211508554
15.176,-0.026438569206842923
15.18,-0.02534992223950233
15.184,-0.0223950233281493
15.188,-0.026594090202177293
15.192,-0.029237947122861586
15.196,-0.0297045101088647
15.2,-0.030171073094867808
15.204,-0.03421461897356143
15.208,-0.03530326594090202
15.212,-0.037791601866251946
15.216,-0.0416796267496112
15.22,-0.04416796267496112
15.224,-0.0432348367029549
15.228,-0.04401244167962675
15.232,-0.0463452566096423
15.236,-0.0463452566096423
15.24,-0.042768273716951785
15.244,-0.03996889580093312
15.248,-0.038569206842923795
15.252,-0.03608087091757387
15.256,-0.03234836702954899
15.26,-0.029237947122861586
15.264,-0.0255054432348367
15.268,-0.02052877138413686
15.272,-0.016796267496111975
15.276,-0.015085536547433904
15.28,-0.01181959564541213
15.284,-0.006842923794712286
15.288,-0.008553654743390357
15.292,-0.008087091757387248
15.296,-0.006220839813374806
15.3,-0.0035769828926905133
15.304,-0.004821150855365474
15.308,-0.004821150855365474
15.312,-0.006376360808709175
15.316,-0.009642301710730949
15.32,-0.013530326594090203
15.324,-0.016485225505443235
15.328,-0.019751166407465007
15.332,-0.02363919129082426
15.336,-0.025972006220839814
15.34,-0.02317262830482115
15.344,-0.019906687402799376
15.348,-0.013841368584758942
15.352,-0.010575427682737169
15.356,-0.009953343701399688
15.36,-0.017418351477449457
15.364,-0.028460342146189737
15.368,-0.0401244167962675
15.372,-0.04743390357698289
15.376,-0.05241057542768274
15.38,-0.049455676516329705
15.384,-0.0432348367029549
15.388,-0.04183514774494557
15.392,-0.04059097978227061
15.396,-0.03608087091757387
15.4,-0.0328149300155521
15.404,-0.03359253499222395
15.408,-0.03374805598755832
15.412,-0.0359253499222395
15.416,-0.039346811819595644
15.42,-0.042768273716951785
15.424,-0.04401244167962675
15.428,-0.048989113530326596
15.432,-0.05598755832037325
15.436,-0.05909797822706065
15.44,-0.059720062208398136
15.444,-0.061119751166407464
15.448,-0.06220839813374806
15.452,-0.06189735614307931
15.456,-0.06283048211508553
15.46,-0.06174183514774494
15.464,-0.060808709175738725
15.468,-0.05785381026438569
15.472,-0.05443234836702955
15.476,-0.05163297045101089
15.48,-0.046189735614307934
15.484,-0.04074650077760498
15.488,-0.038724727838258165
15.492,-0.038413685847589425
15.496,-0.030793157076205287
15.5,-0.0255054432348367
15.504,-0.02348367029548989
15.508,-0.018973561430793158
15.512,-0.016329704510108865
15.516,-0.015707620528771383
15.52,-0.015396578538102643
15.524,-0.01275272161741835
15.528,-0.016174183514774496
15.532,-0.02146189735614308
15.536,-0.026749611197511663
15.54,-0.029393468118195955
15.544,-0.03421461897356143
15.548,-0.03996889580093312
15.552,-0.0447900466562986
15.556,-0.049144634525660966
15.56,-0.050233281493001554
15.564,-0.05272161741835148
15.568,-0.05272161741835148
15.572,-0.05272161741835148
15.576,-0.053654743390357695
15.58,-0.05116640746500778
15.584,-0.046034214618973564
15.588,-0.04525660964230171
15.592,-0.04447900466562986
15.596,-0.039191290824261274
15.6,-0.03623639191290824
15.604,-0.034681181959564544
15.608,-0.03312597200622084
15.612,-0.03297045101088647
15.616,-0.03234836702954899
15.62,-0.031259720062208396
15.624,-0.026283048211508554
15.628,-0.026438569206842923
15.632,-0.028615863141524107
15.636,-0.027838258164852255
15.64,-0.026749611197511663
15.644,-0.027993779160186624
15.648,-0.031570762052877135
15.652,-0.03452566096423017
15.656,-0.03716951788491446
15.66,-0.04105754276827372
15.664,-0.04339035769828927
15.668,-0.0447900466562986
15.672,-0.04774494556765163
15.676,-0.049455676516329705
15.68,-0.049144634525660966
15.684,-0.049144634525660966
15.688,-0.05178849144634526
15.692,-0.053032659409020216
15.696,-0.05241057542768274
15.7,-0.05194401244167963
15.704,-0.05225505443234837
15.708,-0.05054432348367029
15.712,-0.049766718506998445
15.716,-0.05225505443234837
15.72,-0.050388802488335924
15.724,-0.04852255054432349
15.728,-0.049455676516329705
15.732,-0.05163297045101089
15.736,-0.053810264385692065
15.74,-0.053188180404354586
15.744,-0.05412130637636081
15.748,-0.05536547433903577
15.752,-0.05536547433903577
15.756,-0.05458786936236392
15.76,-0.05489891135303266
15.764,-0.05598755832037325
15.768,-0.05536547433903577
15.772,-0.05660964230171073
15.776,-0.059720062208398136
15.78,-0.05660964230171073
15.784,-0.053188180404354586
15.788,-0.053499222395023326
15.792,-0.05272161741835148
15.796,-0.047900466562986
15.8,-0.04463452566096423
15.804,-0.04292379471228616
15.808,-0.0416796267496112
15.812,-0.042768273716951785
15.816,-0.045878693623639194
15.82,-0.04696734059097978
15.824,-0.04650077760497667
15.828,-0.04836702954898912
15.832,-0.05116640746500778
15.836,-0.05256609642301711
15.84,-0.05256609642301711
15.844,-0.05287713841368585
15.848,-0.053654743390357695
15.852,-0.053499222395023326
15.856,-0.05163297045101089
15.86,-0.049766718506998445
15.864,-0.049300155520995335
15.868,-0.04665629860031104
15.872,-0.046034214618973564
15.876,-0.04758942457231726
15.88,-0.04712286158631415
15.884,-0.04447900466562986
15.888,-0.04665629860031104
15.892,-0.04821150855365474
15.896,-0.049144634525660966
15.9,-0.04665629860031104
15.904,-0.04758942457231726
15.908,-0.04665629860031104
15.912,-0.0463452566096423
15.916,-0.048678071539657856
15.92,-0.047900466562986
15.924,-0.04541213063763608
15.928,-0.045878693623639194
15.932,-0.04758942457231726
15.936,-0.04696734059097978
15.94,-0.04556765163297045
15.944,-0.04525660964230171
15.948,-0.046034214618973564
15.952,-0.04541213063763608
15.956,-0.0447900466562986
15.96,-0.042768273716951785
15.964,-0.04183514774494557
15.968,-0.04090202177293935
15.972,-0.038258164852255055
15.976,-0.03732503888024884
15.98,-0.034836702954898914
15.984,-0.030482115085536547
15.988,-0.0328149300155521
15.992,-0.03421461897356143
15.996,-0.03234836702954899
16.0,-0.03219284603421462
16.004,-0.03188180404354588
16.008,-0.031259720062208396
16.012,-0.03110419906687403
16.016,-0.03110419906687403
16.02,-0.030482115085536547
16.024,-0.029082426127527216
16.028,-0.0297045101088647
16.032,-0.031415241057542766
16.036,-0.030171073094867808
16.04,-0.025816485225505444
16.044,-0.02363919129082426
16.048,-0.02379471228615863
16.052,-0.02379471228615863
16.056,-0.023017107309486782
16.06,-0.024883359253499222
16.064,-0.02379471228615863
16.068,-0.02379471228615863
16.072,-0.023017107309486782
16.076,-0.02255054432348367
16.08,-0.018973561430793158
16.084,-0.014930015552099534
16.088,-0.014152410575427682
16.092,-0.016018662519440126
16.096,-0.0119751166407465
16.1,-0.01119751166407465
16.104,-0.01166407465007776
16.108,-0.01166407465007776
16.112,-0.013841368584758942
16.116,-0.018973561430793158
16.12,-0.02161741835147745
16.124,-0.02332814930015552
16.128,-0.026905132192846033
16.132,-0.030948678071539656
16.136,-0.034836702954898914
16.14,-0.034681181959564544
16.144,-0.03639191290824261
16.148,-0.038880248833592534
16.152,-0.038569206842923795
16.156,-0.03716951788491446
16.16,-0.037947122861586316
16.164,-0.035147744945567654
16.168,-0.03188180404354588
16.172,-0.030793157076205287
16.176,-0.027993779160186624
16.18,-0.024883359253499222
16.184,-0.01866251944012442
16.188,-0.018195956454121306
16.192,-0.019129082426127528
16.196,-0.018040435458786936
16.2,-0.02006220839813375
16.204,-0.02161741835147745
16.208,-0.0223950233281493
16.212,-0.0255054432348367
16.216,-0.029237947122861586
16.22,-0.031570762052877135
16.224,-0.030793157076205287
16.228,-0.035147744945567654
16.232,-0.037947122861586316
16.236,-0.04183514774494557
16.24,-0.04339035769828927
16.244,-0.0447900466562986
16.248,-0.046189735614307934
16.252,-0.04743390357698289
16.256,-0.04743390357698289
16.26,-0.04758942457231726
16.264,-0.047900466562986
16.268,-0.045723172628304824
16.272,-0.04447900466562986
16.276,-0.0432348367029549
16.28,-0.038880248833592534
16.284,-0.031726283048211505
16.288,-0.027993779160186624
16.292,-0.02161741835147745
16.296,-0.008242612752721618
16.3,0.005598755832037325
16.304,0.018973561430793158
16.308,0.031726283048211505
16.312,0.0359253499222395
16.316,0.028926905132192846
16.32,0.02052877138413686
16.324,0.008398133748055987
16.328,-0.0013996889580093312
16.332,-0.008709175738724729
16.336,-0.01181959564541213
16.34,-0.01166407465007776
16.344,-0.012908242612752722
16.348,-0.015707620528771383
16.352,-0.018506998444790045
16.356,-0.016485225505443235
16.36,-0.016174183514774496
16.364,-0.014307931570762053
16.368,-0.012441679626749611
16.372,-0.012441679626749611
16.376,-0.012441679626749611
16.38,-0.006220839813374806
16.384,0.00015552099533437013
16.388,0.0026438569206842922
16.392,0.006220839813374806
16.396,0.012130637636080872
16.4,0.017107309486780714
16.404,0.02192846034214619
16.408,0.028460342146189737
16.412,0.03250388802488336
16.416,0.03265940902021773
16.42,0.03608087091757387
16.424,0.03965785381026438
16.428,0.04074650077760498
16.432,0.038569206842923795
16.436,0.04027993779160187
16.44,0.04074650077760498
16.444,0.03965785381026438
16.448,0.037636080870917576
16.452,0.034836702954898914
16.456,0.03234836702954899
16.46,0.029393468118195955
16.464,0.027371695178849145
16.468,0.025972006220839814
16.472,0.02270606531881804
16.476,0.02052877138413686
16.48,0.021306376360808708
16.484,0.02317262830482115
16.488,0.021150855365474338
16.492,0.01866251944012442
16.496,0.019906687402799376
16.5,0.02037325038880249
16.504,0.019906687402799376
16.508,0.024416796267496113
16.512,0.024883359253499222
16.516,0.02332814930015552
16.52,0.026127527216174184
16.524,0.029082426127527216
16.528,0.030326594090202177
16.532,0.029860031104199068
16.536,0.030793157076205287
16.54,0.03390357698289269
16.544,0.03545878693623639
16.548,0.03312597200622084
16.552,0.0328149300155521
16.556,0.031415241057542766
16.56,0.025816485225505444
16.564,0.02146189735614308
16.568,0.016796267496111975
16.572,0.01104199066874028
16.576,0.005598755832037325
16.58,0.0038880248833592537
16.584,0.002021772939346812
16.588,-0.003110419906687403
16.592,-0.007153965785381027
16.596,-0.007465007776049767
16.6,-0.01088646967340591
16.604,-0.012441679626749611
16.608,-0.012130637636080872
16.612,-0.01181959564541213
16.616,-0.013374805598755831
16.62,-0.01104199066874028
16.624,-0.007620528771384137
16.628,-0.007620528771384137
16.632,-0.007931570762052876
16.636,-0.006998444790046656
16.64,-0.005598755832037325
16.644,-0.006065318818040436
16.648,-0.0057542768273716955
16.652,-0.009953343701399688
16.656,-0.012908242612752722
16.66,-0.01866251944012442
16.664,-0.02363919129082426
16.668,-0.028460342146189737
16.672,-0.031726283048211505
16.676,-0.03670295489891135
16.68,-0.03748055987558321
16.684,-0.03732503888024884
16.688,-0.04027993779160187
16.692,-0.042457231726283046
16.696,-0.0401244167962675
16.7,-0.039191290824261274
16.704,-0.039035769828926904
16.708,-0.03701399688958009
16.712,-0.034836702954898914
16.716,-0.03623639191290824
16.72,-0.03405909797822706
16.724,-0.030793157076205287
16.728,-0.029860031104199068
16.732,-0.031415241057542766
16.736,-0.031726283048211505
16.74,-0.03265940902021773
16.744,-0.03312597200622084
16.748,-0.031726283048211505
16.752,-0.0328149300155521
16.756,-0.03297045101088647
16.76,-0.0343701399688958
16.764,-0.03530326594090202
16.768,-0.0328149300155521
16.772,-0.03343701399688958
16.776,-0.038569206842923795
16.78,-0.03670295489891135
16.784,-0.034681181959564544
16.788,-0.03716951788491446
16.792,-0.039035769828926904
16.796,-0.03732503888024884
16.8,-0.038569206842923795
16.804,-0.039191290824261274
16.808,-0.038724727838258165
16.812,-0.039346811819595644
16.816,-0.042457231726283046
16.82,-0.04183514774494557
16.824,-0.038569206842923795
16.828,-0.03732503888024884
16.832,-0.03623639191290824
16.836,-0.03405909797822706
16.84,-0.030482115085536547
16.844,-0.026594090202177293
16.848,-0.026127527216174184
16.852,-0.025194401244167962
16.856,-0.024572317262830483
16.86,-0.027216174183514776
16.864,-0.028304821150855364
16.868,-0.028926905132192846
16.872,-0.031415241057542766
16.876,-0.03732503888024884
16.88,-0.038880248833592534
16.884,-0.038724727838258165
16.888,-0.04432348367029549
16.892,-0.04774494556765163
16.896,-0.050233281493001554
16.9,-0.053032659409020216
16.904,-0.05598755832037325
16.908,-0.05629860031104199
16.912,-0.05785381026438569
16.916,-0.05925349922239502
16.92,-0.05769828926905132
16.924,-0.05396578538102644
16.928,-0.05287713841368585
16.932,-0.052099533437014
16.936,-0.050233281493001554
16.94,-0.04556765163297045
16.944,-0.04152410575427683
16.948,-0.037947122861586316
16.952,-0.03452566096423017
16.956,-0.029860031104199068
16.96,-0.027682737169517885
16.964,-0.024572317262830483
16.968,-0.02270606531881804
16.972,-0.02223950233281493
16.976,-0.023017107309486782
16.98,-0.018818040435458788
16.984,-0.016796267496111975
16.988,-0.017573872472783827
16.992,-0.017418351477449457
16.996,-0.016796267496111975
17.0,-0.018040435458786936
17.004,-0.017884914463452566
17.008,-0.017418351477449457
17.012,-0.018818040435458788
17.016,-0.02208398133748056
17.02,-0.02317262830482115
17.024,-0.021150855365474338
17.028,-0.02161741835147745
17.032,-0.02270606531881804
17.036,-0.02208398133748056
17.04,-0.021150855365474338
17.044,-0.02052877138413686
17.048,-0.021306376360808708
17.052,-0.02037325038880249
17.056,-0.019440124416796267
17.06,-0.019906687402799376
17.064,-0.016796267496111975
17.068,-0.013996889580093312
17.072,-0.014307931570762053
17.076,-0.015552099533437015
17.08,-0.011508553654743391
17.084,-0.009020217729393468
17.088,-0.009953343701399688
17.092,-0.008553654743390357
17.096,-0.006065318818040436
17.1,-0.004976671850699844
17.104,-0.002021772939346812
17.108,-0.0006220839813374805
17.112,-0.002488335925349922
17.116,-0.004043545878693624
17.12,-0.003265940902021773
17.124,-0.002177293934681182
17.128,-0.0029548989113530326
17.132,-0.006220839813374806
17.136,-0.008087091757387248
17.14,-0.01088646967340591
17.144,-0.012130637636080872
17.148,-0.014463452566096423
17.152,-0.016485225505443235
17.156,-0.017573872472783827
17.16,-0.018506998444790045
17.164,-0.016796267496111975
17.168,-0.014930015552099534
17.172,-0.014774494556765163
17.176,-0.014463452566096423
17.18,-0.010575427682737169
17.184,-0.005598755832037325
17.188,-0.004354587869362364
17.192,-0.0018662519440124418
17.196,0.0015552099533437014
17.2,0.0017107309486780716
17.204,0.0029548989113530326
17.208,0.004976671850699844
17.212,0.004043545878693624
17.216,0.0017107309486780716
17.22,0.0007776049766718507
17.224,0.0018662519440124418
17.228,0.00031104199066874026
17.232,-0.002021772939346812
17.236,-0.0038880248833592537
17.24,-0.004665629860031105
17.244,-0.006376360808709175
17.248,-0.008087091757387248
17.252,-0.00933125972006221
17.256,-0.009797822706065318
17.26,-0.010575427682737169
17.264,-0.01073094867807154
17.268,-0.01010886469673406
17.272,-0.012130637636080872
17.276,-0.014152410575427682
17.28,-0.01088646967340591
17.284,-0.0038880248833592537
17.288,0.0013996889580093312
17.292,0.01073094867807154
17.296,0.014774494556765163
17.3,0.012441679626749611
17.304,0.003265940902021773
17.308,-0.01010886469673406
17.312,-0.02317262830482115
17.316,-0.03219284603421462
17.32,-0.034681181959564544
17.324,-0.029548989113530325
17.328,-0.027216174183514776
17.332,-0.026594090202177293
17.336,-0.023017107309486782
17.34,-0.019284603421461897
17.344,-0.014930015552099534
17.348,-0.01181959564541213
17.352,-0.008709175738724729
17.356,-0.004199066874027994
17.36,-0.0017107309486780716
17.364,0.0015552099533437014
17.368,0.004821150855365474
17.372,0.0037325038880248835
17.376,0.001244167962674961
17.38,0.002488335925349922
17.384,0.0052877138413685845
17.388,0.003110419906687403
17.392,0.001244167962674961
17.396,0.0013996889580093312
17.4,-0.0023328149300155523
17.404,-0.0029548989113530326
17.408,-0.003421461897356143
17.412,-0.005443234836702955
17.416,-0.008242612752721618
17.42,-0.00933125972006221
17.424,-0.008864696734059098
17.428,-0.009020217729393468
17.432,-0.010575427682737169
17.436,-0.00933125972006221
17.44,-0.008242612752721618
17.444,-0.007465007776049767
17.448,-0.008087091757387248
17.452,-0.006531881804043546
17.456,-0.005598755832037325
17.46,-0.003421461897356143
17.464,-0.0
17.468,0.0029548989113530326
17.472,0.0035769828926905133
17.476,0.0029548989113530326
17.48,0.006065318818040436
17.484,0.010575427682737169
17.488,0.0104199066874028
17.492,0.008553654743390357
17.496,0.009797822706065318
17.5,0.009175738724727838
17.504,0.008709175738724729
17.508,0.012286158631415241
17.512,0.013685847589424573
17.516,0.01073094867807154
17.52,0.01088646967340591
17.524,0.01135303265940902
17.528,0.01026438569206843
17.532,0.006842923794712286
17.536,0.005909797822706065
17.54,0.004976671850699844
17.544,0.0038880248833592537
17.548,0.0026438569206842922
17.552,0.0009331259720062209
17.556,0.001244167962674961
17.56,-0.0015552099533437014
17.564,-0.0029548989113530326
17.568,-0.0018662519440124418
17.572,-0.004043545878693624
17.576,-0.005132192846034215
17.58,-0.0015552099533437014
17.584,0.0007776049766718507
17.588,0.0006220839813374805
17.592,0.0018662519440124418
17.596,0.004043545878693624
17.6,0.003265940902021773
17.604,0.0038880248833592537
17.608,0.004199066874027994
17.612,0.0037325038880248835
17.616,0.001088646967340591
17.62,-0.00015552099533437013
17.624,-0.00046656298600311044
17.628,-0.0013996889580093312
17.632,-0.005909797822706065
17.636,-0.009642301710730949
17.64,-0.01135303265940902
17.644,-0.012597200622083981
17.648,-0.014774494556765163
17.652,-0.015707620528771383
17.656,-0.014930015552099534
17.66,-0.015396578538102643
17.664,-0.011508553654743391
17.668,-0.008709175738724729
17.672,-0.007153965785381027
17.676,-0.006842923794712286
17.68,-0.0026438569206842922
17.684,0.00015552099533437013
17.688,-0.0
17.692,-0.002021772939346812
17.696,-0.002021772939346812
17.7,-0.004976671850699844
17.704,-0.005598755832037325
17.708,-0.004976671850699844
17.712,-0.008242612752721618
17.716,-0.012597200622083981
17.72,-0.015396578538102643
17.724,-0.015396578538102643
17.728,-0.018195956454121306
17.732,-0.02177293934681182
17.736,-0.026127527216174184
17.74,-0.028615863141524107
17.744,-0.030793157076205287
17.748,-0.03359253499222395
17.752,-0.035147744945567654
17.756,-0.03452566096423017
17.76,-0.03639191290824261
17.764,-0.03359253499222395
17.768,-0.031259720062208396
17.772,-0.029548989113530325
17.776,-0.030015552099533438
17.78,-0.025972006220839814
17.784,-0.02208398133748056
17.788,-0.02177293934681182
17.792,-0.01866251944012442
17.796,-0.015863141524105753
17.8,-0.015707620528771383
17.804,-0.013530326594090203
17.808,-0.008553654743390357
17.812,-0.009020217729393468
17.816,-0.01010886469673406
17.82,-0.01026438569206843
17.824,-0.008864696734059098
17.828,-0.010575427682737169
17.832,-0.014307931570762053
17.836,-0.017107309486780714
17.84,-0.019284603421461897
17.844,-0.022861586314152412
17.848,-0.026905132192846033
17.852,-0.030015552099533438
17.856,-0.03312597200622084
17.86,-0.03716951788491446
17.864,-0.039191290824261274
17.868,-0.039191290824261274
17.872,-0.04307931570762053
17.876,-0.045878693623639194
17.88,-0.04525660964230171
17.884,-0.04292379471228616
17.888,-0.0447900466562986
17.892,-0.042301710730948676
17.896,-0.039191290824261274
17.9,-0.037947122861586316
17.904,-0.03654743390357698
17.908,-0.03359253499222395
17.912,-0.03234836702954899
17.916,-0.03250388802488336
17.92,-0.030637636080870917
17.924,-0.027527216174183515
17.928,-0.026283048211508554
17.932,-0.027682737169517885
17.936,-0.029548989113530325
17.94,-0.03110419906687403
17.944,-0.03530326594090202
17.948,-0.04090202177293935
17.952,-0.04463452566096423
17.956,-0.0463452566096423
17.96,-0.05194401244167963
17.964,-0.05069984447900466
17.968,-0.05256609642301711
17.972,-0.05458786936236392
17.976,-0.05800933125972006
17.98,-0.05847589424572317
17.984,-0.05536547433903577
17.988,-0.05598755832037325
17.992,-0.05396578538102644
17.996,-0.049144634525660966
18.0,-0.047900466562986
18.004,-0.04416796267496112
18.008,-0.038258164852255055
18.012,-0.03748055987558321
18.016,-0.03576982892690513
18.02,-0.031570762052877135
18.024,-0.0297045101088647
18.028,-0.028615863141524107
18.032,-0.031726283048211505
18.036,-0.03639191290824261
18.04,-0.04105754276827372
18.044,-0.04556765163297045
18.048,-0.05069984447900466
18.052,-0.05598755832037325
18.056,-0.05909797822706065
18.06,-0.06531881804043546
18.064,-0.0671850699844479
18.068,-0.06920684292379471
18.072,-0.07231726283048212
18.076,-0.07433903576982892
18.08,-0.07060653188180405
18.084,-0.0667185069984448
18.088,-0.06376360808709176
18.092,-0.05956454121306377
18.096,-0.05427682737169518
18.1,-0.0510108864696734
18.104,-0.04432348367029549
18.108,-0.03608087091757387
18.112,-0.030793157076205287
18.116,-0.027060653188180406
18.12,-0.021306376360808708
18.124,-0.015863141524105753
18.128,-0.013374805598755831
18.132,-0.012908242612752722
18.136,-0.014307931570762053
18.14,-0.014618973561430793
18.144,-0.018506998444790045
18.148,-0.021150855365474338
18.152,-0.02534992223950233
18.156,-0.029548989113530325
18.16,-0.03530326594090202
18.164,-0.037947122861586316
18.168,-0.0401244167962675
18.172,-0.0447900466562986
18.176,-0.048678071539657856
18.18,-0.04852255054432349
18.184,-0.04665629860031104
18.188,-0.04758942457231726
18.192,-0.04665629860031104
18.196,-0.041990668740279936
18.2,-0.04152410575427683
18.204,-0.03639191290824261
18.208,-0.028149300155520994
18.212,-0.0223950233281493
18.216,-0.018506998444790045
18.22,-0.012286158631415241
18.224,-0.006687402799377916
18.228,-0.003421461897356143
18.232,-0.002488335925349922
18.236,-0.0026438569206842922
18.24,-0.0018662519440124418
18.244,-0.003265940902021773
18.248,-0.005909797822706065
18.252,-0.008709175738724729
18.256,-0.012130637636080872
18.26,-0.018195956454121306
18.264,-0.021150855365474338
18.268,-0.02208398133748056
18.272,-0.024261275272161743
18.276,-0.024261275272161743
18.28,-0.014618973561430793
18.284,-0.003110419906687403
18.288,0.006220839813374806
18.292,0.012286158631415241
18.296,0.013219284603421462
18.3,0.005909797822706065
18.304,-0.0023328149300155523
18.308,-0.007309486780715396
18.312,-0.008087091757387248
18.316,-0.005909797822706065
18.32,0.002021772939346812
18.324,0.013685847589424573
18.328,0.019751166407465007
18.332,0.025660964230171075
18.336,0.030015552099533438
18.34,0.03608087091757387
18.344,0.039191290824261274
18.348,0.039502332814930013
18.352,0.04027993779160187
18.356,0.038724727838258165
18.36,0.034836702954898914
18.364,0.03421461897356143
18.368,0.03297045101088647
18.372,0.026749611197511663
18.376,0.02146189735614308
18.38,0.019906687402799376
18.384,0.019284603421461897
18.388,0.016174183514774496
18.392,0.013219284603421462
18.396,0.0119751166407465
18.4,0.00933125972006221
18.404,0.007931570762052876
18.408,0.0104199066874028
18.412,0.008087091757387248
18.416,0.007776049766718507
18.42,0.008709175738724729
18.424,0.011508553654743391
18.428,0.014307931570762053
18.432,0.015396578538102643
18.436,0.017107309486780714
18.44,0.019440124416796267
18.444,0.019751166407465007
18.448,0.018040435458786936
18.452,0.017729393468118197
18.456,0.014774494556765163
18.46,0.01088646967340591
18.464,0.008087091757387248
18.468,0.006531881804043546
18.472,0.0029548989113530326
18.476,-0.0018662519440124418
18.48,-0.0
18.484,-0.0006220839813374805
18.488,-0.004354587869362364
18.492,-0.005909797822706065
18.496,-0.007776049766718507
18.5,-0.009953343701399688
18.504,-0.009797822706065318
18.508,-0.009486780715396579
18.512,-0.009642301710730949
18.516,-0.010575427682737169
18.52,-0.009642301710730949
18.524,-0.005909797822706065
18.528,-0.005443234836702955
18.532,-0.004354587869362364
18.536,-0.004821150855365474
18.54,-0.005132192846034215
18.544,-0.005909797822706065
18.548,-0.007620528771384137
18.552,-0.008709175738724729
18.556,-0.00933125972006221
18.56,-0.012130637636080872
18.564,-0.014463452566096423
18.568,-0.016174183514774496
18.572,-0.02177293934681182
18.576,-0.026594090202177293
18.58,-0.027838258164852255
